Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6007
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,6008
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6009
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6010
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6011
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,F,6012
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6013
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,F,6014
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6015
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6016
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,F,6017
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,F,6018
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6019
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,F,6020
Humacao,Las Piedras,34785,JOSê COLLAZO COLON,SPR,F,6021
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6022
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,F,6023
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,M,6024
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,F,6025
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,6026
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,6027
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,6028
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,M,6029
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,F,6030
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,F,6031
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,M,6032
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,F,6033
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,M,6034
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,F,6035
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,M,6036
Caguas,Barranquitas,20362,DR. JOSê N. GANDARA,SPR,M,6037
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,F,6038
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,6039
MayagÅez,MayagÅez,44560,CROEM (ESPECIALIZADA),SCR,F,6040
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,6041
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,6042
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6043
Bayam¢n,Orocovis,18242,JOSEFA DEL R÷O GUERRERO,SPR,F,6044
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6045
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6046
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,M,6047
Bayam¢n,Orocovis,18242,JOSEFA DEL R÷O GUERRERO,SPR,F,6048
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6049
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6050
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6051
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6052
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,M,6053
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6054
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,M,6055
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6056
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6057
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6058
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,F,6059
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6060
Ponce,Santa Isabel,58503,SUPERIOR VOCACIONAL NUEVA,SPR,F,6061
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6062
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6063
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,M,6064
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6065
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,F,6066
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,F,6067
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,F,6068
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,F,6069
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,F,6070
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6071
Humacao,Yabucoa,35782,RAM‡N QUI•‡NEZ MEDINA,SPR,F,6072
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6073
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,F,6074
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,F,6075
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6076
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,M,6077
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6078
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,F,6079
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,F,6080
Bayam¢n,Orocovis,18242,JOSEFA DEL R÷O GUERRERO,SPR,M,6081
Bayam¢n,Orocovis,12377,JAIME A. COLLAZO DEL R÷O,SPR,F,6082
Bayam¢n,Orocovis,18242,JOSEFA DEL R÷O GUERRERO,SPR,F,6083
San Juan,Carolina,60905,LORENZO VIZCARRONDO,SPR,F,6084
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6085
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6086
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6087
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6088
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6089
Bayam¢n,Orocovis,14357,JOSê ROJAS CORTES,SPR,F,6090
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6091
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6092
Bayam¢n,Orocovis,18242,JOSEFA DEL R÷O GUERRERO,SPR,F,6093
San Juan,San Juan II,62950,RAM‡N VILA MAYO,SPR,M,6094
Caguas,Guayama,28563,DRA. MAR÷A SOCORRO LACOT,SPR,F,6095
Humacao,Canovanas,35048,GEORGINA BAQUERO,SCR,F,6096
Humacao,Canovanas,35048,GEORGINA BAQUERO,SCR,M,6097
Arecibo,Camuy,17368,MANUEL RAMOS HERNµNDEZ,SPR,F,6098
Arecibo,Camuy,17368,MANUEL RAMOS HERNµNDEZ,SPR,M,6099
Bayam¢n,Bayam¢n,70581,LU÷S PALES MATOS,SCR,M,6100
Bayam¢n,Bayam¢n,70284,FRANCISCO MANRIQUE CABRERA,SPR,M,6101
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,M,6102
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,F,6103
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,F,6104
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,F,6105
Ponce,Ponce,52712,THOMAS ARMSTRONG TORO,SPR,F,6106
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,M,6107
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,F,6108
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,F,6109
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,M,6110
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,F,6111
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,M,6112
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,M,6113
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,M,6114
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,F,6115
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,M,6116
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,M,6117
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,M,6118
Ponce,Ponce,56069,BETHZAIDA VELAZQUEZ ANDUJAR,SPR,M,6119
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,F,6120
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,M,6121
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,M,6122
Arecibo,Arecibo,17772,PADRE AN÷BAL REYES BELêN (SUP NUEVA),SPR,F,6123
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,M,6124
Ponce,Santa Isabel,58503,SUPERIOR VOCACIONAL NUEVA,SPR,M,6125
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6126
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6127
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6128
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,F,6129
Ponce,Santa Isabel,58503,SUPERIOR VOCACIONAL NUEVA,SPR,F,6130
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6131
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6132
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6133
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6134
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6135
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6136
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6137
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,F,6138
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6139
Bayam¢n,Orocovis,14340,SUPERIOR ALBERTO MELêNDEZ TORRES,SPR,M,6140
Bayam¢n,Bayam¢n,70615,MIGUEL DE CERVANTES SAAVEDRA,SPR,F,6141
Arecibo,Manat°,17350,PETRA CORRETJER DE O'NEILL,SPR,M,6142
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6143
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6144
Arecibo,Vega Alta,13912,NUEVA BR÷GIDA µLVAREZ,SCR,F,6145
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6146
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6147
Arecibo,Manat°,17350,PETRA CORRETJER DE O'NEILL,SPR,M,6148
Arecibo,Manat°,10827,JUAN PONCE DE LE‡N,SPR,M,6149
Arecibo,Manat°,10827,JUAN PONCE DE LE‡N,SPR,F,6150
Arecibo,Manat°,10827,JUAN PONCE DE LE‡N,SPR,F,6151
Ponce,Utuado,54619,JOSEFINA LE‡N ZAYAS,SPR,F,6152
Arecibo,Manat°,10827,JUAN PONCE DE LE‡N,SPR,F,6153
Humacao,Yabucoa,28522,ANTONIO FERNOS ISERN,SPR,M,6154
Humacao,Yabucoa,25882,MAR÷A CRUZ BUITRAGO,SPR,F,6155
Humacao,Yabucoa,25882,MAR÷A CRUZ BUITRAGO,SPR,M,6156
Humacao,Yabucoa,22582,JOSê CAMPECHE,SPR,F,6157
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,M,6158
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,M,6159
Caguas,Gurabo,25601,ELOIZA PASCUAL,SPR,F,6160
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,F,6161
Ponce,Ponce,52688,DR. PILA,SPR,F,6162
Ponce,Ponce,52688,DR. PILA,SPR,F,6163
Ponce,Ponce,52688,DR. PILA,SPR,F,6164
Ponce,Ponce,52688,DR. PILA,SPR,F,6165
Ponce,Ponce,52688,DR. PILA,SPR,M,6166
Ponce,Ponce,52688,DR. PILA,SPR,F,6167
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,F,6168
Ponce,Ponce,52688,DR. PILA,SPR,M,6169
Ponce,Ponce,52688,DR. PILA,SPR,M,6170
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,M,6171
Ponce,Ponce,52274,SUPERIOR JUAN SERRALLêS,SPR,M,6172
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,M,6173
Ponce,Santa Isabel,57877,DR. MµXIMO DONOSO SµNCHEZ,SCR,F,6174
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,M,6175
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,M,6176
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,M,6177
Ponce,Ponce,52688,DR. PILA,SPR,F,6178
Ponce,Ponce,52688,DR. PILA,SPR,M,6179
Ponce,Ponce,52688,DR. PILA,SPR,F,6180
Caguas,Barranquitas,21758,JUANA COLON,SPR,M,6181
MayagÅez,San Sebast°an,47894,SUPERIOR CATALINA MORALES FLORES,SPR,F,6182
MayagÅez,San Sebast°an,47894,SUPERIOR CATALINA MORALES FLORES,SPR,F,6183
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6184
MayagÅez,San Sebast°an,47894,SUPERIOR CATALINA MORALES FLORES,SPR,F,6185
MayagÅez,Aguadilla,40022,SUP. DR. CARLOS GONZµLEZ,SPR,F,6186
MayagÅez,San Sebast°an,47894,SUPERIOR CATALINA MORALES FLORES,SPR,F,6187
MayagÅez,San Sebast°an,47894,SUPERIOR CATALINA MORALES FLORES,SPR,F,6188
MayagÅez,San Sebast°an,47894,SUPERIOR CATALINA MORALES FLORES,SPR,M,6189
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,M,6190
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,M,6191
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,M,6192
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,M,6193
MayagÅez,Aguadilla,45468,SALVADOR FUENTES,SPR,F,6194
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6195
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6196
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6197
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6198
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6199
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6200
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6201
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6202
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6203
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6204
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,F,6205
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6206
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6207
Bayam¢n,Orocovis,18242,JOSEFA DEL R÷O GUERRERO,SPR,M,6208
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6209
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6210
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6211
Arecibo,Vega Alta,13912,NUEVA BR÷GIDA µLVAREZ,SCR,F,6212
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6213
Humacao,Fajardo,33043,GERMAN RIECKEHOFF,SPR,M,6214
Bayam¢n,Bayam¢n,73650,PEDRO P. CASABLANCA,SPR,M,6215
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,M,6216
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6217
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,F,6218
Humacao,Fajardo,33043,GERMAN RIECKEHOFF,SPR,M,6219
Ponce,Ponce,56069,BETHZAIDA VELAZQUEZ ANDUJAR,SPR,M,6220
Ponce,Ponce,56069,BETHZAIDA VELAZQUEZ ANDUJAR,SPR,F,6221
Ponce,Ponce,58511,LILA MAR÷A MERCEDES MAYORAL,SPR,F,6222
Ponce,Ponce,56069,BETHZAIDA VELAZQUEZ ANDUJAR,SPR,F,6223
Ponce,Ponce,52274,SUPERIOR JUAN SERRALLêS,SPR,M,6224
Ponce,Ponce,56069,BETHZAIDA VELAZQUEZ ANDUJAR,SPR,M,6225
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,F,6226
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,F,6227
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,M,6228
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6229
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6230
MayagÅez,Aguadilla,45468,SALVADOR FUENTES,SPR,F,6231
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6232
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6233
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6234
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,M,6235
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,M,6236
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6237
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6238
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,M,6239
MayagÅez,San Sebast°an,47902,SUP. VOC. MANUEL M. LICIAGA,SPR,M,6240
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6241
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6242
MayagÅez,Aguadilla,45468,SALVADOR FUENTES,SPR,M,6243
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6244
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,M,6245
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6246
MayagÅez,Aguadilla,45468,SALVADOR FUENTES,SPR,M,6247
MayagÅez,Aguadilla,46656,BENITO CEREZO MARQUEZ,SPR,F,6248
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6249
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6250
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,M,6251
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,F,6252
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6253
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6254
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,F,6255
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6256
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6257
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6258
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6259
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6260
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6261
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6262
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6263
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6264
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6265
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6266
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6267
Ponce,Santa Isabel,51698,LU÷S LLORêNS TORRES,SPR,M,6268
Ponce,Ponce,56432,SUP. JARDINES DE PONCE,SPR,M,6269
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6270
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6271
MayagÅez,San Sebast°an,15792,DR. HERIBERTO DOMENECH,SPR,F,6272
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,M,6273
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,M,6274
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,M,6275
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6276
MayagÅez,Aguadilla,47647,JUAN SUµREZ PELEGRINA,SPR,F,6277
MayagÅez,Aguadilla,45468,SALVADOR FUENTES,SPR,M,6278
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6279
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,F,6280
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6281
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6282
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6283
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6284
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,F,6285
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,F,6286
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6287
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6288
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6289
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,M,6290
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6291
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6292
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6293
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6294
MayagÅez,San Sebast°an,15792,DR. HERIBERTO DOMENECH,SPR,F,6295
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6296
Arecibo,Manat°,10702,FERNANDO SURIA CHAVES,SPR,M,6297
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,F,6298
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6299
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6300
Arecibo,Vega Alta,71894,LINO PADRO RIVERA,SPR,M,6301
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6302
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,6303
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6304
Bayam¢n,Orocovis,18242,JOSEFA DEL R÷O GUERRERO,SPR,M,6305
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,F,6306
Ponce,Utuado,50294,JOSê EMILIO LUGO,SPR,F,6307
Ponce,Utuado,50294,JOSê EMILIO LUGO,SPR,M,6308
MayagÅez,San Sebast°an,15248,FRANCISCO MENDOZA,SPR,F,6309
Caguas,Guayama,36053,SUPERIOR URBANA NUEVA,SPR,F,6310
Caguas,Guayama,36053,SUPERIOR URBANA NUEVA,SPR,M,6311
Caguas,Guayama,36053,SUPERIOR URBANA NUEVA,SPR,F,6312
Caguas,Guayama,36053,SUPERIOR URBANA NUEVA,SPR,F,6313
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,M,6314
Ponce,Ponce,52688,DR. PILA,SPR,F,6315
Ponce,Ponce,52712,THOMAS ARMSTRONG TORO,SPR,M,6316
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,F,6317
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,M,6318
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,M,6319
Ponce,Santa Isabel,56119,CARMEN BELêN VEIGA,SPR,M,6320
Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,SPR,F,6321
MayagÅez,Cabo Rojo,46987,MONSERRATE LE‡N DE IRIZARRY,SPR,M,6322
Ponce,Santa Isabel,58503,SUPERIOR VOCACIONAL NUEVA,SPR,M,6323
Humacao,Fajardo,30247,SUP. DR. SANTIAGO VEVE CALZADA,SPR,M,6324
MayagÅez,Aguadilla,40832,SERGIO RAM÷REZ DE ARELLANO (BILINGöE),SCR,M,6325
MayagÅez,Aguadilla,40832,SERGIO RAM÷REZ DE ARELLANO (BILINGöE),SCR,M,6326
MayagÅez,Aguadilla,46086,ELADIO TIRADO L‡PEZ,SCR,F,6327
MayagÅez,Aguadilla,46995,LU÷S MU•OZ MARIN,SPR,F,6328
